조사일,stage_num,scenario,risk_score,HSI_14,CSI,heat_streak,평균기온(°C),수온(℃),저수율(%),유입량(㎥/s),총방류량(㎥/s)
2018-02-23,0,S-GRN,3.4,0.0,0.0,0,4.7,4.492857142857143,57.8,10.677,29.316
2018-02-24,0,S-GRN,4.4,0.0,0.0,0,5.4,4.553571428571429,57.8,16.866,29.281
2018-02-25,0,S-GRN,5.8,0.0,0.0,0,3.3666666666666667,4.614285714285714,57.7,10.588,29.193
2018-02-26,0,S-GRN,7.4,0.0,0.0,0,3.0,4.675,57.6,17.037,29.429
2018-02-27,0,S-GRN,6.7,0.0,0.0,0,5.333333333333333,4.735714285714286,57.5,10.801,29.373
2018-02-28,0,S-GRN,2.9,0.0,0.0,0,4.9,4.796428571428571,57.5,35.833,29.645
2018-03-01,0,S-GRN,3.0,0.0,0.0,0,1.5333333333333332,4.857142857142857,57.5,23.029,29.217
2018-03-02,0,S-GRN,6.3,0.0,0.0,0,0.4666666666666666,4.917857142857143,57.5,35.54,29.352
2018-03-03,0,S-GRN,7.7,0.0,0.0,0,7.366666666666667,4.978571428571428,57.6,35.22,29.029
2018-03-04,0,S-GRN,5.5,0.0,0.0,0,13.833333333333334,5.039285714285714,57.6,41.523,29.135
2018-03-05,0,S-GRN,3.3,0.0,0.0,0,5.833333333333333,5.1,57.8,54.139,29.336
2018-03-06,0,S-GRN,6.7,0.0,0.0,0,5.1000000000000005,5.185714285714285,58.6,172.733,29.417
2018-03-07,0,S-GRN,3.7,0.0,0.0,0,5.333333333333333,5.271428571428571,59.0,104.775,29.526
2018-03-08,0,S-GRN,6.2,0.0,0.0,0,2.7,5.357142857142857,59.4,92.393,29.436
2018-03-09,0,S-GRN,7.6,0.0,0.0,0,3.0666666666666664,5.442857142857143,59.7,79.739,29.21
2018-03-10,0,S-GRN,6.2,0.0,0.0,0,3.933333333333333,5.5285714285714285,60.0,73.31,28.978
2018-03-11,0,S-GRN,7.2,0.0,0.0,0,6.966666666666666,5.614285714285714,60.2,67.367,29.279
2018-03-12,0,S-GRN,7.6,0.0,0.0,0,8.066666666666666,5.7,60.4,67.267,29.097
2018-03-13,0,S-GRN,6.2,0.0,0.0,0,11.866666666666667,5.785714285714286,60.5,54.753,29.261
2018-03-14,0,S-GRN,7.0,0.0,0.0,0,15.333333333333334,5.871428571428572,60.7,55.115,29.586
2018-03-15,0,S-GRN,9.0,0.0,0.0,0,12.766666666666666,5.957142857142857,60.9,61.149,29.187
2018-03-16,0,S-GRN,3.9,0.0,0.0,0,5.566666666666666,6.042857142857143,61.1,61.248,29.229
2018-03-17,0,S-GRN,6.1,0.0,0.0,0,6.4,6.128571428571428,61.3,67.894,29.396
2018-03-18,0,S-GRN,9.5,0.0,0.0,0,7.3,6.214285714285714,61.5,67.965,29.384
2018-03-19,0,S-GRN,4.0,0.0,0.0,0,7.8,6.3,61.8,87.158,29.132
2018-03-20,0,S-GRN,4.1,0.0,0.0,0,5.466666666666666,6.442857142857143,62.2,93.883,29.192
2018-03-21,0,S-GRN,4.2,0.0,0.0,0,1.1,6.585714285714285,62.8,133.169,29.185
2018-03-22,0,S-GRN,5.4,0.0,0.0,0,5.033333333333333,6.728571428571429,63.3,107.67,29.295
2018-03-23,0,S-GRN,7.5,0.0,0.0,0,5.9,6.871428571428571,63.7,101.574,29.438
2018-03-24,0,S-GRN,6.7,0.0,0.0,0,8.1,7.014285714285714,64.1,95.059,29.239
2018-03-25,0,S-GRN,7.9,0.0,0.0,0,10.066666666666668,7.157142857142857,64.4,88.785,29.349
2018-03-26,0,S-GRN,7.8,0.0,0.0,0,11.566666666666668,7.3,64.7,75.976,29.618
2018-03-27,0,S-GRN,6.2,0.0,0.0,0,13.433333333333332,7.514285714285714,64.9,69.371,29.545
2018-03-28,0,S-GRN,5.9,0.0,0.0,0,14.566666666666668,7.728571428571429,65.1,56.199,29.602
2018-03-29,0,S-GRN,8.4,0.0,0.0,0,15.233333333333334,7.942857142857143,65.2,49.467,29.495
2018-03-30,0,S-GRN,4.4,0.0,0.0,0,14.666666666666666,8.157142857142858,65.3,49.652,29.659
2018-03-31,0,S-GRN,7.2,0.0,0.0,0,15.233333333333334,8.371428571428572,65.3,36.312,29.643
2018-04-01,0,S-GRN,8.0,0.0,0.0,0,15.366666666666667,8.585714285714285,65.4,42.862,29.517
2018-04-02,0,S-GRN,7.1,0.0,0.0,0,17.833333333333332,8.8,65.4,29.847,29.847
2018-04-03,0,S-GRN,7.3,0.0,0.0,0,18.566666666666663,8.857142857142858,65.4,29.752,29.752
2018-04-04,0,S-GRN,4.2,0.0,0.0,0,12.4,8.914285714285715,65.6,56.344,29.626
2018-04-05,0,S-GRN,4.2,0.0,0.0,0,7.866666666666667,8.971428571428572,65.7,48.868,28.805
2018-04-06,0,S-GRN,4.5,0.0,0.0,0,7.399999999999999,9.028571428571428,66.8,224.256,29.231
2018-04-07,0,S-GRN,4.9,0.0,0.0,0,4.9,9.085714285714284,68.5,315.784,29.842
2018-04-08,0,S-GRN,5.1,0.0,0.0,0,7.899999999999999,9.142857142857142,69.4,180.399,28.964
2018-04-09,0,S-GRN,7.7,0.0,0.0,0,11.266666666666666,9.2,69.9,119.724,29.702
2018-04-10,0,S-GRN,5.2,0.0,0.0,0,15.733333333333334,9.27142857142857,70.3,99.314,29.794
2018-04-11,0,S-GRN,5.3,0.0,0.0,0,15.1,9.342857142857142,70.6,85.566,29.779
2018-04-12,0,S-GRN,6.0,0.0,0.0,0,13.133333333333333,9.414285714285713,70.8,64.991,30.047
2018-04-13,0,S-GRN,5.2,0.0,0.0,0,12.833333333333334,9.485714285714286,71.0,61.064,33.066
2018-04-14,0,S-GRN,5.1,0.0,0.0,0,8.799999999999999,9.557142857142855,71.3,88.489,39.401
2018-04-15,0,S-GRN,5.1,0.0,0.0,0,10.0,9.628571428571428,71.5,74.733,39.599
2018-04-16,0,S-GRN,8.6,0.0,0.0,0,11.233333333333334,9.7,71.7,74.405,39.211
2018-04-17,0,S-GRN,8.5,0.0,0.0,0,13.4,10.014285714285714,71.8,67.256,39.058
2018-04-18,0,S-GRN,8.2,0.0,0.0,0,13.3,10.328571428571427,71.9,52.841,38.728
2018-04-19,0,S-GRN,7.1,0.0,0.0,0,14.833333333333334,10.642857142857142,72.0,46.706,39.646
2018-04-20,0,S-GRN,9.0,0.0,0.0,0,18.9,10.957142857142856,72.0,39.51,39.51
2018-04-21,0,S-GRN,7.6,0.0,0.0,0,19.433333333333334,11.271428571428572,72.0,39.433,39.433
2018-04-22,0,S-GRN,5.5,0.0,0.0,0,15.733333333333334,11.585714285714284,72.0,39.472,39.472
2018-04-23,0,S-GRN,4.8,0.0,0.0,0,11.1,11.9,72.0,65.566,58.503
2018-04-24,0,S-GRN,5.1,0.0,0.0,0,11.666666666666666,12.014285714285714,72.1,43.491,29.359
2018-04-25,0,S-GRN,8.1,0.0,0.0,0,13.666666666666666,12.128571428571428,72.2,75.98,47.687
2018-04-26,0,S-GRN,7.9,0.0,0.0,0,15.1,12.242857142857142,72.4,118.541,97.296
2018-04-27,0,S-GRN,7.2,0.0,0.0,0,15.566666666666668,12.357142857142858,72.3,82.286,96.452
2018-04-28,0,S-GRN,6.8,0.0,0.0,0,15.833333333333334,12.471428571428572,72.1,62.408,97.78
2018-04-29,0,S-GRN,7.5,0.0,0.0,0,16.066666666666666,12.585714285714284,71.8,48.584,98.005
2018-04-30,0,S-GRN,8.0,0.0,0.0,0,19.433333333333334,12.7,71.5,49.48,98.784
2018-05-01,0,S-GRN,7.9,0.0,0.0,0,20.566666666666663,12.8125,71.5,42.958,42.958
2018-05-02,0,S-GRN,5.5,0.0,0.0,0,16.833333333333332,12.925,71.6,56.746,42.671
2018-05-03,0,S-GRN,4.6,0.0,0.0,0,12.1,13.0375,71.4,72.37,100.511
2018-05-04,0,S-GRN,4.6,0.0,0.0,0,14.833333333333334,13.15,71.1,51.232,100.386
2018-05-05,0,S-GRN,4.5,0.0,0.0,0,18.566666666666663,13.2625,70.8,43.837,99.871
2018-05-06,0,S-GRN,8.9,0.0,0.0,0,15.633333333333336,13.375,70.5,50.576,99.481
2018-05-07,0,S-GRN,8.0,0.0,0.0,0,17.2,13.4875,70.3,65.115,99.976
2018-05-08,0,S-GRN,4.5,0.0,0.0,0,16.099999999999998,13.6,70.3,94.976,101.941
2018-05-09,0,S-GRN,5.8,0.0,0.0,0,15.133333333333336,13.866666666666667,70.2,81.332,102.213
2018-05-10,0,S-GRN,6.1,0.0,0.0,0,15.9,14.133333333333333,70.0,58.442,93.196
2018-05-11,0,S-GRN,6.9,0.0,0.0,0,16.96666666666667,14.4,69.7,53.361,101.917
2018-05-12,0,S-GRN,8.6,0.0,0.0,0,15.333333333333334,14.666666666666666,69.4,59.926,101.453
2018-05-13,0,S-GRN,6.6,0.0,0.0,0,17.366666666666664,14.933333333333334,69.2,53.372,101.713
2018-05-14,0,S-GRN,7.7,0.0,0.0,0,19.633333333333333,15.2,69.0,67.234,101.692
2018-05-15,0,S-GRN,9.4,0.0,0.0,0,22.83333333333333,15.328571428571427,68.8,54.506,82.03
2018-05-16,0,S-GRN,5.0,0.0,0.0,0,24.666666666666668,15.457142857142856,68.7,48.24,61.988
2018-05-17,0,S-GRN,13.1,0.0,0.0,0,25.933333333333334,15.585714285714284,68.6,41.489,62.093
2018-05-18,0,S-GRN,4.8,0.0,0.0,0,19.8,15.714285714285715,68.5,48.345,62.069
2018-05-19,0,S-GRN,4.4,0.0,0.0,0,16.933333333333334,15.842857142857143,68.4,34.826,62.247
2018-05-20,0,S-GRN,4.3,0.0,0.0,0,16.766666666666666,15.971428571428572,68.2,34.47,61.853
2018-05-21,0,S-GRN,4.2,0.0,0.0,0,16.633333333333333,16.1,68.0,27.532,61.708
2018-05-22,0,S-GRN,8.2,0.0,0.0,0,18.3,16.32857142857143,67.8,27.85,61.967
2018-05-23,0,S-GRN,4.5,0.0,0.0,0,18.53333333333333,16.557142857142857,67.8,55.311,62.127
2018-05-24,0,S-GRN,5.6,0.0,0.0,0,18.4,16.785714285714285,67.7,55.583,62.397
2018-05-25,0,S-GRN,8.2,0.0,0.0,0,19.33333333333333,17.014285714285716,67.6,41.416,61.844
2018-05-26,0,S-GRN,7.6,0.0,0.0,0,21.23333333333333,17.242857142857144,67.4,28.2,62.199
2018-05-27,0,S-GRN,8.3,0.0,0.0,0,20.566666666666663,17.47142857142857,67.3,34.676,61.833
2018-05-28,0,S-GRN,6.8,0.0,0.0,0,22.566666666666663,17.7,67.0,21.108,61.774
2018-05-29,0,S-GRN,7.5,0.0,0.0,0,23.066666666666663,17.885714285714286,66.8,27.686,61.51
2018-05-30,0,S-GRN,6.0,0.0,0.0,0,21.7,18.07142857142857,66.6,28.02,61.785
2018-05-31,0,S-GRN,6.2,0.0,0.0,0,20.33333333333333,18.257142857142856,66.4,15.093,62.266
2018-06-01,0,S-GRN,6.6,0.0,0.0,0,23.066666666666663,18.442857142857143,65.9,11.378,85.276
2018-06-02,0,S-GRN,6.5,0.0,0.0,0,23.0,18.62857142857143,65.5,11.145,84.761
2018-06-03,0,S-GRN,6.9,0.0,0.0,0,22.933333333333337,18.814285714285717,65.1,11.36,84.694
2018-06-04,0,S-GRN,6.4,0.0,0.0,0,22.866666666666664,19.0,64.8,31.198,84.355
2018-06-05,0,S-GRN,6.4,0.0,0.0,0,23.066666666666663,19.37142857142857,64.3,12.234,85.082
2018-06-06,0,S-GRN,6.8,0.0,0.0,0,23.9,19.742857142857144,64.0,18.899,84.881
2018-06-07,0,S-GRN,7.1,0.0,0.0,0,23.8,20.114285714285717,63.5,7.77,80.083
2018-06-08,0,S-GRN,8.4,0.0,0.0,0,21.766666666666666,20.485714285714288,63.1,4.523,89.624
2018-06-09,0,S-GRN,8.1,0.0,0.0,0,22.23333333333333,20.857142857142858,62.7,25.926,84.614
2018-06-10,0,S-GRN,10.1,0.0,0.0,0,20.83333333333333,21.228571428571428,62.3,6.382,84.342
2018-06-11,0,S-GRN,12.1,0.0,0.0,0,19.866666666666667,21.6,61.8,13.305,84.478
2018-06-12,0,S-GRN,14.3,0.0,0.0,0,21.266666666666666,21.485714285714288,61.4,7.676,85.003
2018-06-13,0,S-GRN,12.0,0.0,0.0,0,22.266666666666666,21.371428571428574,61.0,15.474,86.067
2018-06-14,0,S-GRN,10.1,0.0,0.0,0,21.83333333333333,21.25714285714286,60.6,22.042,85.977
2018-06-15,0,S-GRN,9.4,0.0,0.0,0,20.96666666666667,21.142857142857142,60.2,9.596,86.017
2018-06-16,0,S-GRN,8.6,0.0,0.0,0,21.2,21.02857142857143,59.7,9.904,85.997
2018-06-17,0,S-GRN,11.5,0.0,0.0,0,22.6,20.914285714285715,59.3,9.893,85.659
2018-06-18,0,S-GRN,12.9,0.0,0.0,0,25.3,20.8,58.9,10.552,85.991
2018-06-19,0,S-GRN,13.0,0.0,0.0,0,20.933333333333334,21.071428571428573,58.4,4.538,85.895
2018-06-20,0,S-GRN,12.7,0.0,0.0,0,22.766666666666666,21.34285714285714,58.0,23.596,85.919
2018-06-21,0,S-GRN,13.1,0.0,0.0,0,23.23333333333333,21.614285714285717,57.6,5.21,85.892
2018-06-22,0,S-GRN,16.5,0.0,0.0,0,24.53333333333333,21.88571428571429,57.1,11.921,86.059
2018-06-23,0,S-GRN,16.1,0.0,0.0,0,24.23333333333333,22.15714285714286,56.7,5.82,85.771
2018-06-24,0,S-GRN,24.0,0.0,0.0,0,25.8,22.428571428571427,56.2,12.01,85.474
2018-06-25,0,S-GRN,30.4,0.0,0.0,0,26.133333333333336,22.7,55.8,16.311,83.37
2018-06-26,0,S-GRN,20.9,0.0,0.0,0,23.33333333333333,22.84285714285714,55.5,13.424,80.212
2018-06-27,0,S-GRN,23.2,0.0,0.0,0,25.4,22.985714285714284,55.7,129.083,80.537
2018-06-28,0,S-GRN,23.2,0.0,0.0,0,24.266666666666666,23.128571428571423,56.7,245.206,80.305
2018-06-29,0,S-GRN,28.0,0.0,0.0,0,25.5,23.27142857142857,56.9,147.646,116.929
2018-06-30,0,S-GRN,24.4,0.0,0.0,0,24.7,23.414285714285715,55.9,18.37,189.661
2018-07-01,0,S-GRN,25.8,0.0,0.0,0,21.7,23.557142857142857,56.0,212.277,194.008
2018-07-02,0,S-GRN,28.7,0.0,0.0,0,22.433333333333334,23.7,59.0,728.254,202.241
2018-07-03,0,S-GRN,30.0,0.0,0.0,0,25.566666666666663,23.77142857142857,63.2,956.755,245.149
2018-07-04,0,S-GRN,34.6,0.0,0.0,0,25.76666666666667,23.84285714285714,63.7,325.585,240.394
2018-07-05,0,S-GRN,31.6,0.0,0.0,0,25.366666666666664,23.914285714285715,63.4,201.845,241.212
2018-07-06,0,S-GRN,27.0,0.0,0.0,0,22.5,23.985714285714284,63.0,163.883,242.369
2018-07-07,0,S-GRN,27.4,0.0,0.0,0,22.53333333333333,24.057142857142857,62.3,133.264,243.884
2018-07-08,0,S-GRN,27.7,0.0,0.0,0,21.7,24.128571428571423,61.5,102.257,244.426
2018-07-09,0,S-GRN,28.9,0.0,0.0,0,20.23333333333333,24.2,61.1,109.392,173.648
2018-07-10,0,S-ORA,35.5,0.0,0.0,0,25.5,24.557142857142857,61.3,107.202,75.103
2018-07-11,0,S-ORA,57.1,0.0,0.0,0,27.866666666666664,24.914285714285715,61.3,68.736,75.16
2018-07-12,0,S-ORA,62.5,0.46666666666666856,0.4885777777777797,1,28.46666666666667,25.27142857142857,61.5,66.519,34.374
2018-07-13,0,S-GRN,64.5,0.9000000000000021,0.9385714285714306,2,28.433333333333334,25.628571428571423,61.5,47.428,34.554
2018-07-14,0,S-GRN,66.2,1.3666666666666707,1.4252380952380992,3,28.46666666666667,25.985714285714284,61.6,40.851,34.411
2018-07-15,0,S-GRN,72.5,2.3333333333333393,2.4333333333333393,4,28.96666666666667,26.34285714285714,61.5,27.728,34.168
2018-07-16,0,S-GRN,74.7,3.3666666666666707,3.3671476190476226,5,29.03333333333333,26.7,61.5,22.014,34.888
2018-07-17,0,S-GRN,68.6,3.7666666666666693,3.767204761904764,6,28.4,26.614285714285717,61.4,29.509,35.943
2018-07-18,0,S-GRN,70.5,4.333333333333332,4.333333333333332,7,28.566666666666663,26.52857142857143,61.4,23.832,36.692
2018-07-19,0,S-GRN,71.0,5.133333333333333,5.133333333333333,8,28.8,26.442857142857143,61.2,20.102,39.375
2018-07-20,0,S-GRN,75.7,6.4999999999999964,6.4999999999999964,9,29.366666666666664,26.357142857142858,61.1,14.126,39.792
2018-07-21,0,S-GRN,82.9,8.966666666666665,8.966666666666665,10,30.46666666666667,26.27142857142857,61.0,14.371,40.0
2018-07-22,0,S-RED,82.8,11.499999999999996,11.499999999999996,11,30.53333333333333,26.185714285714287,60.8,14.221,39.813
2018-07-23,0,S-RED,80.1,13.733333333333327,13.733333333333327,12,30.23333333333333,26.1,60.7,14.335,39.891
2018-07-24,1,S-RED,84.0,16.566666666666656,16.566666666666656,13,30.83333333333333,26.057142857142857,60.5,14.347,39.866
2018-07-25,1,S-RED,79.5,19.033333333333324,19.033333333333324,14,30.46666666666667,26.01428571428572,60.3,7.345,39.193
2018-07-26,1,S-RED,79.1,20.799999999999986,20.799999999999986,15,30.23333333333333,25.97142857142857,60.1,8.577,40.368
2018-07-27,1,S-RED,83.0,23.19999999999998,23.19999999999998,16,30.83333333333333,25.92857142857143,60.0,15.053,40.445
2018-07-28,1,S-GRN,67.5,23.266666666666644,24.310342857142835,17,28.53333333333333,25.88571428571429,59.8,15.159,40.514
2018-07-29,1,S-GRN,71.7,23.999999999999975,25.076571428571405,18,29.7,25.842857142857145,59.7,14.342,39.661
2018-07-30,1,S-GRN,71.1,24.63333333333331,25.738314285714264,19,29.666666666666668,25.8,59.5,8.54,40.137
2018-07-31,1,S-GRN,79.7,26.733333333333313,27.932514285714266,20,30.5,25.97142857142857,59.4,15.461,40.698
2018-08-01,1,S-GRN,89.7,29.799999999999986,31.136742857142846,21,31.633333333333336,26.142857142857142,59.1,10.814,54.892
2018-08-02,1,S-GRN,92.0,32.93333333333332,34.41062857142856,22,31.933333333333334,26.314285714285717,58.9,10.943,54.909
2018-08-03,1,S-GRN,93.1,35.36666666666666,36.95311428571428,23,31.8,26.485714285714288,58.6,4.874,54.985
2018-08-04,1,S-GRN,83.2,35.23333333333332,35.23333333333332,24,30.33333333333333,26.65714285714286,58.3,4.766,54.733
2018-08-05,1,S-GRN,79.2,34.466666666666654,34.466666666666654,25,29.76666666666667,26.82857142857143,58.0,4.857,54.679
2018-08-06,1,S-GRN,82.1,34.09999999999998,34.09999999999998,26,29.866666666666664,27.0,57.7,5.01,54.688
2018-08-07,1,S-GRN,86.1,33.89999999999999,33.89999999999999,27,30.633333333333336,27.042857142857144,57.4,11.364,54.713
2018-08-08,1,S-GRN,86.8,33.966666666666654,33.966666666666654,28,30.53333333333333,27.085714285714285,57.2,11.64,54.879
2018-08-09,1,S-GRN,81.0,33.23333333333333,33.24124603174602,29,29.5,27.12857142857143,56.9,5.71,54.991
2018-08-10,1,S-GRN,81.2,32.33333333333333,32.35257936507936,30,29.933333333333334,27.17142857142857,56.6,5.697,54.834
2018-08-11,1,S-GRN,74.7,32.900000000000006,32.919583333333335,31,29.1,27.214285714285715,56.4,11.847,54.725
2018-08-12,1,S-GRN,76.8,32.56666666666666,32.58837777777777,32,29.366666666666664,27.257142857142856,56.1,5.478,54.346
2018-08-13,1,S-GRN,91.1,33.73333333333333,33.79196507936507,33,30.83333333333333,27.3,55.9,18.331,54.888
2018-08-14,1,S-GRN,96.1,34.76666666666666,34.827094444444434,34,31.53333333333333,27.3,55.6,0.354,55.039
2018-08-15,1,S-GRN,97.3,35.19999999999999,35.26118095238094,35,32.06666666666667,27.3,55.3,12.531,54.939
2018-08-16,1,S-GRN,73.6,32.16666666666666,32.21491666666666,36,28.9,27.3,55.0,0.728,55.092
2018-08-17,1,S-GRN,53.2,28.366666666666656,28.399085714285704,0,26.066666666666663,27.3,54.8,12.412,54.57
2018-08-18,1,S-GRN,48.2,26.033333333333328,26.06308571428571,0,25.366666666666664,27.3,54.4,0.0,54.692
2018-08-19,1,S-GRN,61.9,24.26666666666666,24.29266666666666,0,26.866666666666664,27.3,54.1,6.469,54.339
2018-08-20,1,S-GRN,68.3,22.566666666666663,22.566666666666663,1,28.166666666666668,27.3,53.9,13.241,55.01
2018-08-21,1,S-GRN,59.9,19.933333333333326,19.933333333333326,0,27.066666666666663,27.214285714285715,53.5,0.0,54.841
2018-08-22,1,S-GRN,80.1,19.499999999999996,19.499999999999996,1,30.1,27.12857142857143,53.3,3.457,53.762
2018-08-23,1,S-GRN,71.1,18.899999999999995,18.953999999999997,2,28.9,27.042857142857144,53.0,13.17,48.775
2018-08-24,1,S-GRN,42.8,16.96666666666666,17.474858730158726,0,24.96666666666667,26.957142857142856,53.0,37.416,49.263
2018-08-25,1,S-GRN,45.6,15.86666666666666,16.341911111111106,0,24.666666666666668,26.87142857142857,53.1,66.362,48.587
2018-08-26,1,S-GRN,45.6,14.499999999999996,16.027333333333328,0,20.933333333333334,26.785714285714285,53.5,123.913,49.867
2018-08-27,1,S-GRN,47.2,11.666666666666668,14.036111111111111,0,23.1,26.7,62.2,1607.661,105.798
2018-08-28,1,S-GRN,51.8,8.133333333333336,10.636076190476194,0,25.83333333333333,26.457142857142856,66.0,894.886,241.989
2018-08-29,1,S-GRN,60.2,4.066666666666666,5.320942857142856,0,27.4,26.214285714285715,66.6,340.306,239.396
2018-08-30,1,S-GRN,47.6,3.166666666666668,4.468468253968256,0,25.83333333333333,25.97142857142857,67.0,305.966,238.401
2018-08-31,1,S-GRN,42.3,3.166666666666668,4.641428571428573,0,22.23333333333333,25.728571428571428,73.8,1476.609,299.048
2018-09-01,1,S-GRN,37.3,3.166666666666668,4.641428571428573,0,24.133333333333336,25.485714285714284,75.8,851.345,504.456
2018-09-02,1,S-GRN,35.8,3.166666666666668,4.4027222222222235,0,23.33333333333333,25.242857142857144,74.8,324.158,505.522
2018-09-03,0,S-GRN,35.6,3.0,4.314,0,24.133333333333336,25.0,73.5,280.296,503.097
2018-09-04,1,S-GRN,34.2,3.0,4.073857142857142,0,23.633333333333336,24.857142857142858,77.7,1233.753,506.711
2018-09-05,1,S-GRN,34.6,0.8999999999999986,1.2215142857142838,0,23.133333333333336,24.714285714285715,78.0,562.743,510.942
2018-09-06,1,S-GRN,34.4,0.0,0.0,0,22.83333333333333,24.571428571428573,76.5,371.217,636.35
2018-09-07,1,S-GRN,32.8,0.0,0.0,0,21.33333333333333,24.428571428571427,75.2,421.396,632.69
2018-09-08,1,S-GRN,33.6,0.0,0.0,0,20.03333333333333,24.285714285714285,75.0,187.78,231.242
2018-09-09,1,S-GRN,33.5,0.0,0.0,0,21.03333333333333,24.142857142857142,74.1,86.874,231.122
2018-09-10,1,S-GRN,29.1,0.0,0.0,0,21.266666666666666,24.0,73.6,67.358,160.603
2018-09-11,1,S-GRN,28.2,0.0,0.0,0,19.83333333333333,23.942857142857143,73.6,52.476,59.632
2018-09-12,1,S-GRN,29.1,0.0,0.0,0,21.53333333333333,23.88571428571429,73.5,45.358,59.663
2018-09-13,1,S-GRN,29.6,0.0,0.0,0,21.066666666666663,23.82857142857143,73.5,43.805,36.654
2018-09-14,1,S-GRN,29.7,0.0,0.0,0,21.366666666666664,23.77142857142857,73.6,43.831,36.678
2018-09-15,1,S-GRN,30.0,0.0,0.0,0,21.83333333333333,23.714285714285715,73.6,36.585,36.585
2018-09-16,1,S-GRN,31.4,0.0,0.0,0,22.23333333333333,23.65714285714286,73.6,36.619,36.619
2018-09-17,1,S-GRN,30.0,0.0,0.0,0,22.166666666666668,23.6,73.6,36.744,36.744
2018-09-18,1,S-GRN,29.4,0.0,0.0,0,20.933333333333334,23.55,73.5,29.142,36.295
2018-09-19,1,S-GRN,30.8,0.0,0.0,0,20.6,23.5,73.4,22.449,36.749
2018-09-20,1,S-GRN,25.6,0.0,0.0,0,20.166666666666668,23.450000000000003,73.4,36.691,36.691
2018-09-21,1,S-GRN,27.9,0.0,0.0,0,19.23333333333333,23.4,73.6,57.593,36.14
2018-09-22,1,S-GRN,27.4,0.0,0.0,0,20.466666666666665,23.35,73.7,65.512,36.874
2018-09-23,1,S-GRN,27.5,0.0,0.0,0,18.4,23.3,73.9,57.438,35.934
2018-09-24,1,S-GRN,27.3,0.0,0.0,0,16.3,23.25,73.9,43.046,35.873
2018-09-25,1,S-GRN,25.9,0.0,0.0,0,16.5,23.200000000000003,73.9,35.687,35.687
2018-09-26,1,S-GRN,23.8,0.0,0.0,0,17.766666666666666,23.15,73.9,29.092,36.265
2018-09-27,1,S-GRN,25.3,0.0,0.0,0,17.400000000000002,23.1,73.8,22.279,36.617
2018-09-28,1,S-GRN,25.0,0.0,0.0,0,16.7,22.975,73.7,29.629,36.794
2018-09-29,1,S-GRN,23.3,0.0,0.0,0,19.3,22.85,73.6,22.019,36.343
2018-09-30,0,S-GRN,20.7,0.0,0.0,0,18.0,22.725,73.5,15.037,36.505
2018-10-01,0,S-GRN,20.7,0.0,0.0,0,14.733333333333334,22.6,73.5,29.459,29.459
2018-10-02,0,S-GRN,23.2,0.0,0.0,0,15.0,22.5,73.4,15.346,29.646
2018-10-03,0,S-GRN,23.3,0.0,0.0,0,15.1,22.4,73.4,22.348,29.494
2018-10-04,1,S-GRN,17.7,0.0,0.0,0,18.766666666666666,22.3,72.9,18.849,97.3
2018-10-05,1,S-GRN,18.6,0.0,0.0,0,17.333333333333332,22.2,72.2,64.344,185.017
2018-10-06,1,S-GRN,17.1,0.0,0.0,0,17.966666666666665,22.1,75.3,755.329,232.243
2018-10-07,1,S-GRN,20.8,0.0,0.0,0,16.966666666666665,22.0,78.1,718.612,227.2
2018-10-08,1,S-GRN,21.5,0.0,0.0,0,13.2,21.9,78.3,247.231,224.972
2018-10-09,1,S-GRN,19.2,0.0,0.0,0,14.266666666666666,21.757142857142856,77.7,126.819,223.115
2018-10-10,1,S-GRN,14.9,0.0,0.0,0,13.366666666666667,21.614285714285717,76.9,91.626,224.28
2018-10-11,1,S-GRN,15.7,0.0,0.0,0,10.1,21.47142857142857,76.0,70.863,224.632
2018-10-12,1,S-GRN,18.3,0.0,0.0,0,10.0,21.328571428571426,75.7,69.323,120.342
2018-10-13,1,S-GRN,17.7,0.0,0.0,0,11.166666666666666,21.185714285714283,75.8,44.043,29.478
2018-10-14,0,S-GRN,16.6,0.0,0.0,0,12.433333333333332,21.04285714285714,75.9,43.841,29.267
2018-10-15,0,S-GRN,16.1,0.0,0.0,0,13.5,20.9,75.9,36.911,29.62
2018-10-16,0,S-GRN,15.0,0.0,0.0,0,12.7,20.74285714285714,75.9,38.703,45.994
2018-10-17,0,S-GRN,13.1,0.0,0.0,0,11.666666666666666,20.585714285714285,75.9,29.758,29.758
2018-10-18,0,S-GRN,10.3,0.0,0.0,0,10.5,20.428571428571427,75.9,22.546,29.834
2018-10-19,0,S-GRN,10.2,0.0,0.0,0,11.566666666666668,20.27142857142857,75.9,29.707,29.707
2018-10-20,0,S-GRN,11.3,0.0,0.0,0,11.333333333333334,20.114285714285717,75.8,22.577,29.863
2018-10-21,0,S-GRN,10.7,0.0,0.0,0,11.233333333333334,19.95714285714286,75.8,29.526,29.526
2018-10-22,0,S-GRN,11.0,0.0,0.0,0,12.7,19.8,75.8,22.542,29.826
2018-10-23,0,S-GRN,9.9,0.0,0.0,0,11.4,19.6,75.7,22.031,29.312
2018-10-24,0,S-GRN,10.1,0.0,0.0,0,11.4,19.4,75.7,22.486,29.765
2018-10-25,0,S-GRN,10.3,0.0,0.0,0,11.800000000000002,19.2,75.7,22.739,30.015
2018-10-26,0,S-GRN,9.6,0.0,0.0,0,11.033333333333331,19.0,75.7,37.047,29.771
